event_type,fields
SSACC,R 186296053
ESACC,R 186296053 186296073 21 995.2 207.1 895.2 206.8 1.70 136
SFIX,R 186296074
EFIX,R 186296074 186296196 123 850.8 218.6 2524
SSACC,R 186296197
ESACC,R 186296197 186296208 12 836.0 225.8 794.9 244.7 0.77 80
SFIX,R 186296209
EFIX,R 186296209 186296724 516 759.2 255.0 2060
SSACC,R 186296725
ESACC,R 186296725 186296764 40 737.2 249.8 1275.3 846.3 13.49 666
SFIX,R 186296765
EFIX,R 186296765 186296902 138 1277.1 858.4 2009
SSACC,R 186296903
ESACC,R 186296903 186296921 19 1278.8 856.6 1296.2 926.7 1.18 116
SFIX,R 186296922
EFIX,R 186296922 186297232 311 1292.6 922.4 2110
SSACC,R 186297233
ESACC,R 186297233 186297292 60 1291.8 916.8 1747.6 1671.2 13.47 414
SFIX,R 186297293
EFIX,R 186297293 186298151 859 1744.2 1653.3 2497
SSACC,R 186298152
ESACC,R 186298152 186298193 42 1741.8 1642.3 1958.1 1791.1 3.78 162
SFIX,R 186298194
EFIX,R 186298194 186298495 302 2028.5 1780.9 2631
SSACC,R 186298496
ESACC,R 186298496 186298535 40 2024.7 1775.2 2175.9 1768.3 2.13 137
SFIX,R 186298536
EFIX,R 186298536 186298987 452 2169.8 1761.6 2569
SSACC,R 186298988
ESACC,R 186298988 186299075 88 2172.5 1749.8 2498.5 673.8 16.14 731
SFIX,R 186299076
EFIX,R 186299076 186299138 63 2498.0 744.4 2339
SSACC,R 186299139
SBLINK,R 186299204
EBLINK,R 186299204 186299367 164
ESACC,R 186299139 186299440 302 2497.3 775.9 2045.8 1111.3 8.30 465
SFIX,R 186299441
EFIX,R 186299441 186299942 502 2012.9 1219.5 2343
SSACC,R 186299943
ESACC,R 186299943 186299988 46 2004.5 1215.2 2175.0 758.1 7.49 448
SFIX,R 186299989
EFIX,R 186299989 186300297 309 2165.3 801.0 2536
SSACC,R 186300298
ESACC,R 186300298 186300379 82 2163.1 807.0 898.4 255.1 22.06 557
SFIX,R 186300380
EFIX,R 186300380 186300488 109 893.8 251.9 2809
SSACC,R 186300489
ESACC,R 186300489 186300509 21 888.5 253.5 775.4 245.4 1.93 181
SFIX,R 186300510
EFIX,R 186300510 186301344 835 749.0 253.5 1974
SSACC,R 186301345
ESACC,R 186301345 186301378 34 738.7 248.5 1255.3 536.7 10.02 629
SFIX,R 186301379
EFIX,R 186301379 186301519 141 1264.4 565.0 1808
SSACC,R 186301520
ESACC,R 186301520 186301525 6 1267.7 568.4 1283.4 569.3 0.26 41
SFIX,R 186301526
EFIX,R 186301526 186301964 439 1292.2 575.0 2038
SSACC,R 186301965
ESACC,R 186301965 186302080 116 1295.5 576.2 388.4 1154.7 17.57 227
SFIX,R 186302081
EFIX,R 186302081 186302418 338 384.7 1168.9 2473
SSACC,R 186302419
ESACC,R 186302419 186302443 25 381.8 1162.3 537.1 1077.1 2.84 259
SFIX,R 186302444
EFIX,R 186302444 186303210 767 544.2 1062.2 2822
SSACC,R 186303211
ESACC,R 186303211 186303236 26 551.0 1048.2 652.0 973.4 2.05 133
SFIX,R 186303237
EFIX,R 186303237 186303776 540 689.8 961.5 2859
SSACC,R 186303777
ESACC,R 186303777 186303798 22 701.7 954.9 773.6 903.9 1.45 98
SFIX,R 186303799
EFIX,R 186303799 186304804 1006 806.6 900.0 2876
SSACC,R 186304805
SBLINK,R 186304876
EBLINK,R 186304876 186305056 181
ESACC,R 186304805 186305088 284 809.4 888.9 874.8 613.8 4.71 1309
SFIX,R 186305089
EFIX,R 186305089 186305169 81 861.1 617.0 2237
SSACC,R 186305170
ESACC,R 186305170 186305199 30 854.5 615.0 767.5 263.1 6.16 423
SFIX,R 186305200
EFIX,R 186305200 186305863 664 768.3 257.1 2275
SSACC,R 186305864
ESACC,R 186305864 186305896 33 769.5 252.8 969.0 604.9 6.88 412
SFIX,R 186305897
EFIX,R 186305897 186306048 152 972.4 624.6 2418
SSACC,R 186306049
ESACC,R 186306049 186306064 16 971.7 624.2 983.1 682.9 1.01 95
SFIX,R 186306065
EFIX,R 186306065 186306715 651 979.6 680.5 2491
SSACC,R 186306716
ESACC,R 186306716 186306810 95 978.6 683.3 99.1 286.0 15.89 287
SFIX,R 186306811
EFIX,R 186306811 186307125 315 87.9 289.3 2274
SSACC,R 186307126
ESACC,R 186307126 186307201 76 82.0 282.3 -54.7 1439.4 18.08 460
SFIX,R 186307202
EFIX,R 186307202 186307667 466 -44.1 1436.3 2650
SSACC,R 186307668
ESACC,R 186307668 186307704 37 -32.8 1428.7 -42.2 1202.2 3.38 169
SFIX,R 186307705
EFIX,R 186307705 186308107 403 -32.5 1189.5 2928
SSACC,R 186308108
ESACC,R 186308108 186308139 32 -21.3 1176.3 384.9 1138.8 6.35 432
SFIX,R 186308140
EFIX,R 186308140 186308847 708 383.8 1136.4 3080
SSACC,R 186308848
ESACC,R 186308848 186308909 62 379.6 1141.4 1355.7 1107.3 15.73 471
SFIX,R 186308910
EFIX,R 186308910 186309119 210 1349.6 1107.8 2889
SSACC,R 186309120
ESACC,R 186309120 186309143 24 1347.9 1106.4 1500.4 1210.0 2.94 249
SFIX,R 186309144
EFIX,R 186309144 186309578 435 1505.4 1215.8 2877
SSACC,R 186309579
ESACC,R 186309579 186309627 49 1503.0 1215.0 1776.5 1940.6 11.18 515
SFIX,R 186309628
EFIX,R 186309628 186309816 189 1775.9 1947.0 2777
SSACC,R 186309817
ESACC,R 186309817 186309854 38 1775.4 1949.1 1718.8 1602.8 4.84 205
SFIX,R 186309855
EFIX,R 186309855 186310147 293 1716.7 1588.7 2787
SSACC,R 186310148
ESACC,R 186310148 186310185 38 1714.8 1585.3 1797.0 1231.6 5.39 405
SFIX,R 186310186
EFIX,R 186310186 186310428 243 1792.0 1225.4 2690
SSACC,R 186310429
SBLINK,R 186310456
EBLINK,R 186310456 186310703 248
ESACC,R 186310429 186310749 321 1795.2 1220.0 820.6 1110.6 15.60 574
SFIX,R 186310750
EFIX,R 186310750 186310938 189 810.2 1134.3 2450
SSACC,R 186310939
ESACC,R 186310939 186310995 57 801.2 1127.3 782.6 262.8 14.27 546
SFIX,R 186310996
EFIX,R 186310996 186311635 640 762.5 256.6 2018
SSACC,R 186311636
ESACC,R 186311636 186311669 34 738.2 252.2 762.1 569.8 5.42 405
SFIX,R 186311670
EFIX,R 186311670 186315280 3611 764.9 593.1 2192
SSACC,R 186315281
ESACC,R 186315281 186315315 35 768.3 611.1 776.6 309.0 5.14 413
SFIX,R 186315316
EFIX,R 186315316 186315455 140 773.0 293.8 2177
SSACC,R 186315456
ESACC,R 186315456 186315463 8 770.5 284.5 760.1 260.1 0.45 57
SFIX,R 186315464
EFIX,R 186315464 186316291 828 766.6 262.3 2291
SSACC,R 186316292
ESACC,R 186316292 186316328 37 758.9 264.8 1260.2 438.7 8.99 467
SFIX,R 186316329
EFIX,R 186316329 186316470 142 1270.8 452.5 2224
SSACC,R 186316471
ESACC,R 186316471 186316477 7 1274.5 452.8 1292.2 458.3 0.31 50
SFIX,R 186316478
EFIX,R 186316478 186317334 857 1297.7 460.7 2301
SSACC,R 186317335
ESACC,R 186317335 186317382 48 1295.8 458.0 1109.6 936.6 8.56 383
SFIX,R 186317383
EFIX,R 186317383 186317923 541 1100.3 958.7 2489
SSACC,R 186317924
SBLINK,R 186318005
EBLINK,R 186318005 186318141 137
ESACC,R 186317924 186318184 261 1099.1 948.8 -26.1 901.7 18.00 670
SFIX,R 186318185
EFIX,R 186318185 186318957 773 -11.5 905.2 2483
SSACC,R 186318958
ESACC,R 186318958 186319008 51 3.6 899.2 -136.0 215.6 11.20 489
SFIX,R 186319009
EFIX,R 186319009 186319594 586 -147.9 201.7 2408
SSACC,R 186319595
ESACC,R 186319595 186319663 69 -152.6 203.2 -35.9 737.7 8.83 198
SFIX,R 186319664
EFIX,R 186319664 186319873 210 -42.6 739.3 2637
SSACC,R 186319874
ESACC,R 186319874 186319918 45 -55.8 739.5 579.8 368.5 11.93 699
SFIX,R 186319919
EFIX,R 186319919 186319947 29 581.3 373.6 2468
SSACC,R 186319948
ESACC,R 186319948 186319979 32 581.2 375.3 764.1 272.5 3.55 305
SFIX,R 186319980
EFIX,R 186319980 186320907 928 759.0 257.1 2102
SSACC,R 186320908
ESACC,R 186320908 186320940 33 750.9 259.4 761.7 705.0 7.55 439
SFIX,R 186320941
EFIX,R 186320941 186321071 131 757.8 716.0 2132
SSACC,R 186321072
ESACC,R 186321072 186321092 21 759.8 714.2 741.2 798.9 1.44 141
SFIX,R 186321093
EFIX,R 186321093 186322439 1347 751.8 793.9 2428
SSACC,R 186322440
ESACC,R 186322440 186322517 78 757.1 792.1 -15.9 526.2 13.24 262
SFIX,R 186322518
EFIX,R 186322518 186323083 566 -19.0 525.0 2358
SSACC,R 186323084
ESACC,R 186323084 186323170 87 -1.4 524.9 1107.9 861.4 18.78 395
SFIX,R 186323171
EFIX,R 186323171 186323681 511 1104.8 857.0 2740
SSACC,R 186323682
ESACC,R 186323682 186323740 59 1106.7 855.2 1566.9 1156.4 8.92 253
SFIX,R 186323741
EFIX,R 186323741 186324117 377 1574.0 1162.9 2621
SSACC,R 186324118
ESACC,R 186324118 186324138 21 1577.2 1165.1 1519.5 1085.9 1.55 117
SFIX,R 186324139
EFIX,R 186324139 186325026 888 1494.3 1045.6 2784
SSACC,R 186325027
ESACC,R 186325027 186325074 48 1490.7 1039.8 1691.4 1071.4 3.25 97
SFIX,R 186325075
EFIX,R 186325075 186325600 526 1739.9 1100.3 2699
SSACC,R 186325601
ESACC,R 186325601 186325621 21 1737.2 1095.2 1642.4 1056.3 1.62 107
SFIX,R 186325622
EFIX,R 186325622 186326254 633 1584.3 1037.8 2856
SSACC,R 186326255
ESACC,R 186326255 186326289 35 1583.8 1035.1 1235.3 1095.6 5.73 300
SFIX,R 186326290
EFIX,R 186326290 186327283 994 1214.0 1104.7 2963
SSACC,R 186327284
SBLINK,R 186327302
EBLINK,R 186327302 186327421 120
ESACC,R 186327284 186327457 174 1214.9 1108.6 978.6 125.6 16.71 1785
SFIX,R 186327458
EFIX,R 186327458 186327660 203 958.0 129.1 2276
SSACC,R 186327661
ESACC,R 186327661 186327666 6 954.5 122.4 952.1 107.0 0.27 50
SFIX,R 186327667
EFIX,R 186327667 186327857 191 957.9 126.7 2112
SSACC,R 186327858
ESACC,R 186327858 186327922 65 953.8 128.9 1839.4 19.1 14.69 428
SFIX,R 186327923
EFIX,R 186327923 186328229 307 1832.9 31.3 2077
SSACC,R 186328230
ESACC,R 186328230 186328295 66 1826.1 29.4 2054.8 887.1 14.29 409
SFIX,R 186328296
EFIX,R 186328296 186328821 526 2047.8 887.5 2379
SSACC,R 186328822
ESACC,R 186328822 186328848 27 2044.5 889.0 1831.0 805.2 3.56 278
SFIX,R 186328849
EFIX,R 186328849 186329950 1102 1797.2 801.9 2550
SSACC,R 186329951
ESACC,R 186329951 186330025 75 1798.1 815.3 780.0 268.6 18.99 528
SFIX,R 186330026
EFIX,R 186330026 186330754 729 750.8 252.9 2090
SSACC,R 186330755
ESACC,R 186330755 186330776 22 743.4 244.5 740.4 368.3 2.12 183
SFIX,R 186330777
EFIX,R 186330777 186331255 479 741.7 360.7 2119
SSACC,R 186331256
ESACC,R 186331256 186331306 51 746.2 356.3 990.2 716.1 7.35 209
SFIX,R 186331307
EFIX,R 186331307 186331967 661 1017.7 763.2 2498
SSACC,R 186331968
SBLINK,R 186332017
EBLINK,R 186332017 186332152 136
ESACC,R 186331968 186332232 265 1018.7 767.5 2122.6 1008.2 17.85 593
SFIX,R 186332233
EFIX,R 186332233 186332558 326 2105.1 1093.0 2009
SSACC,R 186332559
ESACC,R 186332559 186332617 59 2105.9 1104.4 2473.7 924.2 5.95 164
SFIX,R 186332618
EFIX,R 186332618 186332731 114 2480.8 908.7 2128
SSACC,R 186332732
ESACC,R 186332732 186332789 58 2479.3 922.6 1968.3 662.6 8.52 260
SFIX,R 186332790
EFIX,R 186332790 186332935 146 1968.6 647.0 2410
SSACC,R 186332936
ESACC,R 186332936 186332998 63 1962.9 647.8 2431.3 708.0 7.01 201
SFIX,R 186332999
EFIX,R 186332999 186333213 215 2463.0 762.0 2278
SSACC,R 186333214
ESACC,R 186333214 186333258 45 2455.8 782.4 2382.8 229.9 8.65 423
SFIX,R 186333259
EFIX,R 186333259 186333426 168 2375.1 197.4 2120
SSACC,R 186333427
ESACC,R 186333427 186333462 36 2374.0 204.3 1712.9 218.6 10.12 593
SFIX,R 186333463
EFIX,R 186333463 186333609 147 1706.8 236.4 1879
SSACC,R 186333610
ESACC,R 186333610 186333665 56 1708.8 237.6 1428.4 1292.1 17.50 584
SFIX,R 186333666
EFIX,R 186333666 186333864 199 1428.6 1293.8 1409
SSACC,R 186333865
ESACC,R 186333865 186333877 13 1431.9 1303.0 1476.5 1313.0 0.72 66
SFIX,R 186333878
EFIX,R 186333878 186334209 332 1481.1 1294.7 1589
SSACC,R 186334210
ESACC,R 186334210 186334239 30 1479.2 1276.5 1168.3 1006.2 6.59 442
SFIX,R 186334240
EFIX,R 186334240 186334389 150 1124.9 988.7 2136
SSACC,R 186334390
ESACC,R 186334390 186334415 26 1122.3 985.5 984.3 744.2 4.59 380
SFIX,R 186334416
EFIX,R 186334416 186334647 232 958.9 734.4 1617
SSACC,R 186334648
ESACC,R 186334648 186334684 37 946.8 738.8 699.4 197.9 10.06 601
SFIX,R 186334685
EFIX,R 186334685 186334803 119 696.7 200.3 1073
SSACC,R 186334804
ESACC,R 186334804 186334812 9 695.0 204.7 708.7 230.1 0.49 59
SFIX,R 186334813
EFIX,R 186334813 186335649 837 738.8 244.9 1835
SSACC,R 186335650
ESACC,R 186335650 186335685 36 751.5 257.6 1270.2 578.0 10.32 594
SFIX,R 186335686
EFIX,R 186335686 186335837 152 1282.0 588.1 2073
SSACC,R 186335838
ESACC,R 186335838 186335845 8 1281.3 585.7 1289.4 561.5 0.43 61
SFIX,R 186335846
EFIX,R 186335846 186336559 714 1286.6 564.0 2355
SSACC,R 186336560
ESACC,R 186336560 186336685 126 1288.5 563.0 748.2 1679.8 19.38 305
SFIX,R 186336686
EFIX,R 186336686 186337317 632 742.5 1689.8 2635
SSACC,R 186337318
ESACC,R 186337318 186337375 58 748.0 1682.7 1494.9 1163.1 14.11 469
SFIX,R 186337376
EFIX,R 186337376 186338071 696 1486.0 1154.5 2766
SSACC,R 186338072
ESACC,R 186338072 186338143 72 1482.5 1150.8 1612.6 1963.6 11.86 344
SFIX,R 186338144
EFIX,R 186338144 186338563 420 1605.7 1969.3 2629
SSACC,R 186338564
ESACC,R 186338564 186338611 48 1604.5 1966.6 1576.1 1258.3 10.10 566
SFIX,R 186338612
EFIX,R 186338612 186338799 188 1571.3 1251.2 2654
SSACC,R 186338800
ESACC,R 186338800 186338819 20 1571.0 1247.6 1528.8 1180.4 1.24 87
SFIX,R 186338820
EFIX,R 186338820 186339701 882 1498.8 1171.5 2723
SSACC,R 186339702
ESACC,R 186339702 186339726 25 1501.4 1155.7 1513.1 1064.9 1.45 74
SFIX,R 186339727
EFIX,R 186339727 186340062 336 1502.6 1011.7 2634
SSACC,R 186340063
ESACC,R 186340063 186340118 56 1497.3 1011.8 1901.1 986.5 6.39 281
SFIX,R 186340119
EFIX,R 186340119 186341534 1416 1906.8 982.7 2430
SSACC,R 186341535
ESACC,R 186341535 186341606 72 1910.1 995.3 826.1 265.4 21.22 558
SFIX,R 186341607
EFIX,R 186341607 186343673 2067 771.6 254.3 2153
SSACC,R 186343674
SBLINK,R 186343748
EBLINK,R 186343748 186343879 132
ESACC,R 186343674 186343918 245 775.8 254.2 -201.2 923.0 18.99 1278
SFIX,R 186343919
EFIX,R 186343919 186344142 224 -201.1 921.0 1942
SSACC,R 186344143
ESACC,R 186344143 186344216 74 -196.0 913.4 549.5 1012.0 11.75 349
SFIX,R 186344217
EFIX,R 186344217 186344362 146 557.9 1007.9 2317
SSACC,R 186344363
ESACC,R 186344363 186344402 40 562.7 999.9 782.5 294.3 12.28 744
SFIX,R 186344403
EFIX,R 186344403 186344534 132 784.5 284.1 2438
SSACC,R 186344535
ESACC,R 186344535 186344542 8 781.6 271.4 773.9 257.4 0.27 43
SFIX,R 186344543
EFIX,R 186344543 186345005 463 761.8 246.5 2335
SSACC,R 186345006
ESACC,R 186345006 186345036 31 744.6 244.8 1058.3 455.6 6.43 431
SFIX,R 186345037
EFIX,R 186345037 186346229 1193 1080.6 465.8 2232
SSACC,R 186346230
ESACC,R 186346230 186346300 71 1074.7 466.4 1760.1 989.8 14.12 334
SFIX,R 186346301
EFIX,R 186346301 186346643 343 1767.4 1021.0 2151
SSACC,R 186346644
ESACC,R 186346644 186346668 25 1772.0 1015.7 1643.0 1235.3 3.98 340
SFIX,R 186346669
EFIX,R 186346669 186347246 578 1625.1 1230.9 2549
SSACC,R 186347247
ESACC,R 186347247 186347269 23 1621.1 1224.5 1474.1 1214.3 2.34 189
SFIX,R 186347270
EFIX,R 186347270 186347884 615 1459.6 1204.3 2809
SSACC,R 186347885
SBLINK,R 186347903
EBLINK,R 186347903 186348123 221
ESACC,R 186347885 186348182 298 1456.3 1205.6 1419.1 966.7 3.84 535
SFIX,R 186348183
EFIX,R 186348183 186348264 82 1404.3 1016.0 2565
SSACC,R 186348265
ESACC,R 186348265 186348303 39 1399.5 1031.3 1506.7 1178.3 2.90 118
SFIX,R 186348304
EFIX,R 186348304 186348810 507 1500.0 1173.8 2649
SSACC,R 186348811
ESACC,R 186348811 186348843 33 1497.9 1156.9 1123.8 1185.2 6.06 379
SFIX,R 186348844
EFIX,R 186348844 186349025 182 1099.4 1182.3 3041
SSACC,R 186349026
ESACC,R 186349026 186349064 39 1095.1 1176.0 1458.2 1196.9 5.88 270
SFIX,R 186349065
EFIX,R 186349065 186349409 345 1474.4 1195.7 2930
SSACC,R 186349410
ESACC,R 186349410 186349436 27 1474.8 1205.2 1578.1 1290.6 2.10 115
SFIX,R 186349437
EFIX,R 186349437 186350180 744 1599.8 1325.9 2781
SSACC,R 186350181
ESACC,R 186350181 186350205 25 1594.0 1341.4 1517.2 1426.1 1.75 97
SFIX,R 186350206
EFIX,R 186350206 186350573 368 1508.7 1415.9 2777
SSACC,R 186350574
ESACC,R 186350574 186350592 19 1502.6 1420.0 1403.9 1446.6 1.60 136
SFIX,R 186350593
EFIX,R 186350593 186351105 513 1384.9 1446.9 2760
SSACC,R 186351106
ESACC,R 186351106 186351139 34 1384.1 1451.2 1713.8 1447.3 5.12 310
SFIX,R 186351140
EFIX,R 186351140 186351594 455 1720.7 1455.5 2641
SSACC,R 186351595
ESACC,R 186351595 186351610 16 1721.6 1456.5 1747.7 1396.0 0.98 85
SFIX,R 186351611
EFIX,R 186351611 186352108 498 1755.8 1356.2 2609
SSACC,R 186352109
ESACC,R 186352109 186352135 27 1767.1 1347.4 1721.5 1197.5 2.39 155
SFIX,R 186352136
EFIX,R 186352136 186353314 1179 1719.7 1185.1 2653
SSACC,R 186353315
ESACC,R 186353315 186353390 76 1725.1 1175.5 2099.4 281.5 15.30 410
SFIX,R 186353391
EFIX,R 186353391 186355454 2064 2096.5 279.4 2178
SSACC,R 186355455
ESACC,R 186355455 186355527 73 2094.3 278.6 2411.8 598.5 6.92 146
SFIX,R 186355528
EFIX,R 186355528 186355818 291 2414.0 602.1 2040
SSACC,R 186355819
ESACC,R 186355819 186355939 121 2417.6 612.2 2424.7 1247.2 9.54 145
SFIX,R 186355940
EFIX,R 186355940 186356087 148 2316.8 1492.8 2170
SSACC,R 186356088
ESACC,R 186356088 186356195 108 2257.8 1601.5 1329.4 1770.1 13.74 230
SFIX,R 186356196
EFIX,R 186356196 186356601 406 1324.3 1757.2 2641
SSACC,R 186356602
ESACC,R 186356602 186356637 36 1325.4 1747.7 865.3 1953.9 7.55 392
SFIX,R 186356638
EFIX,R 186356638 186356998 361 817.2 1990.3 2831
SSACC,R 186356999
ESACC,R 186356999 186357020 22 763.2 2015.3 658.1 2044.1 1.61 93
SFIX,R 186357021
EFIX,R 186357021 186357271 251 598.8 2094.0 2662
SSACC,R 186357272
ESACC,R 186357272 186357296 25 575.7 2112.4 640.7 2075.7 1.07 95
SFIX,R 186357297
EFIX,R 186357297 186357571 275 626.7 2090.8 2258
SSACC,R 186357572
SBLINK,R 186357582
EBLINK,R 186357582 186357582 1
ESACC,R 186357572 186357591 20 575.7 2112.4 640.7 2075.7 1.06 0
SFIX,R 186357592
EFIX,R 186357592 186357634 43 594.6 2136.0 1955
SSACC,R 186357635
SBLINK,R 186357645
EBLINK,R 186357645 186357839 195
ESACC,R 186357635 186357862 228 601.8 2123.2 1007.0 870.6 19.17 463
SFIX,R 186357863
EFIX,R 186357863 186358127 265 993.9 857.0 1906
SSACC,R 186358128
ESACC,R 186358128 186358161 34 987.0 847.2 1438.7 1227.0 9.57 559
SFIX,R 186358162
EFIX,R 186358162 186358484 323 1453.9 1238.8 2225
SSACC,R 186358485
ESACC,R 186358485 186358499 15 1459.7 1226.2 1476.5 1177.5 0.81 70
SFIX,R 186358500
EFIX,R 186358500 186358979 480 1477.0 1158.1 2698
SSACC,R 186358980
ESACC,R 186358980 186359006 27 1477.4 1156.9 1240.0 1078.9 4.04 263
SFIX,R 186359007
EFIX,R 186359007 186359321 315 1177.2 1050.0 2892
SSACC,R 186359322
ESACC,R 186359322 186359347 26 1171.8 1048.7 1079.3 989.0 1.81 104
SFIX,R 186359348
EFIX,R 186359348 186359428 81 1024.5 964.2 2844
SSACC,R 186359429
ESACC,R 186359429 186359469 41 1013.2 961.7 788.2 1025.4 3.87 144
SFIX,R 186359470
EFIX,R 186359470 186359769 300 781.3 1028.2 2859
SSACC,R 186359770
ESACC,R 186359770 186359794 25 784.5 1022.9 589.1 1123.1 3.58 294
SFIX,R 186359795
EFIX,R 186359795 186360701 907 565.0 1136.5 2968
SSACC,R 186360702
ESACC,R 186360702 186360743 42 566.9 1135.0 644.1 975.0 2.86 107
SFIX,R 186360744
EFIX,R 186360744 186361108 365 639.8 972.7 2981
SSACC,R 186361109
ESACC,R 186361109 186361140 32 637.5 975.2 912.4 1011.5 4.58 247
SFIX,R 186361141
EFIX,R 186361141 186362474 1334 943.1 1026.9 2937
SSACC,R 186362475
ESACC,R 186362475 186362517 43 943.6 1028.0 1178.7 1172.6 4.50 159
SFIX,R 186362518
EFIX,R 186362518 186363508 991 1231.4 1194.6 2868
SSACC,R 186363509
ESACC,R 186363509 186363538 30 1215.1 1221.6 1474.9 1294.5 4.31 279
SFIX,R 186363539
EFIX,R 186363539 186363793 255 1476.3 1325.2 1657
SSACC,R 186363794
ESACC,R 186363794 186363807 14 1477.5 1326.6 1480.1 1273.2 0.82 84
SFIX,R 186363808
EFIX,R 186363808 186364582 775 1470.5 1244.9 1810
SSACC,R 186364583
ESACC,R 186364583 186364602 20 1464.7 1237.4 1501.4 1309.9 1.26 100
SFIX,R 186364603
EFIX,R 186364603 186365079 477 1494.7 1305.5 1682
SSACC,R 186365080
ESACC,R 186365080 186365093 14 1492.0 1293.1 1480.6 1353.8 0.94 84
SFIX,R 186365094
EFIX,R 186365094 186365461 368 1484.8 1353.4 1950
SSACC,R 186365462
ESACC,R 186365462 186365469 8 1486.8 1353.6 1482.4 1329.4 0.37 51
SFIX,R 186365470
EFIX,R 186365470 186366146 677 1483.4 1333.3 1950
SSACC,R 186366147
ESACC,R 186366147 186366168 22 1480.1 1333.5 1460.8 1224.8 1.70 164
SFIX,R 186366169
EFIX,R 186366169 186366579 411 1461.3 1227.9 1832
SSACC,R 186366580
ESACC,R 186366580 186366621 42 1459.9 1214.1 1304.7 766.7 7.62 460
SFIX,R 186366622
EFIX,R 186366622 186366991 370 1293.9 747.2 2350
SSACC,R 186366992
ESACC,R 186366992 186367047 56 1296.9 728.8 1175.5 21.2 12.11 420
SFIX,R 186367048
EFIX,R 186367048 186367652 605 1167.1 8.1 2528
SSACC,R 186367653
ESACC,R 186367653 186367698 46 1166.7 8.9 1225.8 -357.3 6.25 397
SFIX,R 186367699
EFIX,R 186367699 186368019 321 1225.4 -339.5 2338
SSACC,R 186368020
ESACC,R 186368020 186368097 78 1223.2 -329.7 1372.8 841.0 19.54 545
SFIX,R 186368098
EFIX,R 186368098 186368398 301 1371.3 847.9 2641
SSACC,R 186368399
ESACC,R 186368399 186368438 40 1370.6 846.4 1101.4 449.5 8.02 392
SFIX,R 186368439
EFIX,R 186368439 186368859 421 1087.6 449.7 2446
SSACC,R 186368860
ESACC,R 186368860 186368888 29 1084.7 462.5 815.5 294.4 5.40 388
SFIX,R 186368889
EFIX,R 186368889 186369020 132 795.0 295.4 2328
SSACC,R 186369021
ESACC,R 186369021 186369030 10 790.1 294.4 763.2 268.1 0.64 69
SFIX,R 186369031
EFIX,R 186369031 186369878 848 753.3 261.2 2113
SSACC,R 186369879
ESACC,R 186369879 186369913 35 744.5 254.1 1085.4 733.8 9.95 575
SFIX,R 186369914
EFIX,R 186369914 186370051 138 1084.9 746.2 2125
SSACC,R 186370052
ESACC,R 186370052 186370066 15 1087.5 739.5 1083.2 781.6 0.71 69
SFIX,R 186370067
EFIX,R 186370067 186371103 1037 1081.9 780.1 2456
SSACC,R 186371104
ESACC,R 186371104 186371174 71 1083.6 777.7 987.4 1700.6 14.26 354
SFIX,R 186371175
EFIX,R 186371175 186371599 425 984.9 1712.3 2672
SSACC,R 186371600
ESACC,R 186371600 186371662 63 985.4 1713.3 1592.4 1238.8 11.81 303
SFIX,R 186371663
EFIX,R 186371663 186372170 508 1594.7 1228.3 2753
SSACC,R 186372171
ESACC,R 186372171 186372218 48 1595.8 1219.7 1819.5 1806.8 9.16 417
SFIX,R 186372219
EFIX,R 186372219 186372499 281 1816.5 1831.1 2657
SSACC,R 186372500
ESACC,R 186372500 186372555 56 1813.3 1836.4 1552.3 1185.5 10.24 376
SFIX,R 186372556
EFIX,R 186372556 186372958 403 1542.7 1173.5 2888
SSACC,R 186372959
SBLINK,R 186372992
EBLINK,R 186372992 186373169 178
ESACC,R 186372959 186373235 277 1547.2 1172.3 2324.1 767.5 13.36 597
SFIX,R 186373236
EFIX,R 186373236 186373353 118 2320.8 698.9 2547
SSACC,R 186373354
ESACC,R 186373354 186373400 47 2316.2 758.3 1596.9 1115.3 12.26 442
SFIX,R 186373401
EFIX,R 186373401 186373820 420 1560.7 1135.1 2737
SSACC,R 186373821
ESACC,R 186373821 186373880 60 1559.3 1119.0 870.3 259.4 18.10 593
SFIX,R 186373881
EFIX,R 186373881 186374016 136 859.4 251.7 2798
SSACC,R 186374017
ESACC,R 186374017 186374033 17 841.8 255.9 782.0 248.2 1.03 104
SFIX,R 186374034
EFIX,R 186374034 186374821 788 745.0 249.6 1962
SSACC,R 186374822
ESACC,R 186374822 186374859 38 741.0 258.0 1156.4 855.0 12.23 648
SFIX,R 186374860
EFIX,R 186374860 186375003 144 1159.0 875.8 2086
SSACC,R 186375004
ESACC,R 186375004 186375012 9 1160.8 879.4 1183.7 901.3 0.52 65
SFIX,R 186375013
EFIX,R 186375013 186375723 711 1186.4 902.1 2335
